CATALOG_NAME,SCHEMA_NAME,CUBE_NAME,MEASURE_NAME,MEASURE_UNIQUE_NAME,MEASURE_CAPTION,MEASURE_GUID,MEASURE_AGGREGATOR,DATA_TYPE,NUMERIC_PRECISION,NUMERIC_SCALE,MEASURE_UNITS,DESCRIPTION,EXPRESSION,MEASURE_IS_VISIBLE,LEVELS_LIST,MEASURE_NAME_SQL_COLUMN_NAME,MEASURE_UNQUALIFIED_CAPTION,MEASUREGROUP_NAME,MEASURE_DISPLAY_FOLDER,DEFAULT_FORMAT_STRING
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YTDOPY __gross_sales,[Measures].[YTDOPY __gross_sales],YTDOPY __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [YTD __gross_sales]
VAR __ValuePreviousPeriod = [PYC __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,YTDOPY __gross_sales,YTDOPY __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YDTOPY % __gross_sales,[Measures].[YDTOPY % __gross_sales],YDTOPY % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [YTDOPY __gross_sales], [PYC __gross_sales] )",True,,YDTOPY % __gross_sales,YDTOPY % __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PQC __gross_sales,[Measures].[PQC __gross_sales],PQC __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE ( [__gross_sales], PARALLELPERIOD ( 'Date'[Date], -1, QUARTER ) )
)",True,,PQC __gross_sales,PQC __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QTDOPQ __gross_sales,[Measures].[QTDOPQ __gross_sales],QTDOPQ __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [QTD __gross_sales]
VAR __ValuePreviousPeriod = [PQC __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,QTDOPQ __gross_sales,QTDOPQ __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QDTOPQ % __gross_sales,[Measures].[QDTOPQ % __gross_sales],QDTOPQ % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [QTDOPQ __gross_sales], [PQC __gross_sales] )",True,,QDTOPQ % __gross_sales,QDTOPQ % __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PMC __gross_sales,[Measures].[PMC __gross_sales],PMC __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE ( [__gross_sales], PARALLELPERIOD ( 'Date'[Date], -1, MONTH ) )
)",True,,PMC __gross_sales,PMC __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MTDOPM __gross_sales,[Measures].[MTDOPM __gross_sales],MTDOPM __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [MTD __gross_sales]
VAR __ValuePreviousPeriod = [PMC __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MTDOPM __gross_sales,MTDOPM __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MTDOPM % __gross_sales,[Measures].[MTDOPM % __gross_sales],MTDOPM % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [MTDOPM __gross_sales], [PMC __gross_sales] )",True,,MTDOPM % __gross_sales,MTDOPM % __gross_sales,Model_Measures,Time intelligence\Growth over full period\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MAT __gross_sales,[Measures].[MAT __gross_sales],MAT __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__gross_sales],
        DATESINPERIOD ( 'Date'[Date], MAX ( 'Date'[Date] ), -1, YEAR )
    )
)",True,,MAT __gross_sales,MAT __gross_sales,Model_Measures,Time intelligence\Moving annual growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PYMAT __gross_sales,[Measures].[PYMAT __gross_sales],PYMAT __gross_sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE ( [MAT __gross_sales], DATEADD ( 'Date'[Date], -1, YEAR ) )
)",True,,PYMAT __gross_sales,PYMAT __gross_sales,Model_Measures,Time intelligence\Moving annual growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MATG __gross_sales,[Measures].[MATG __gross_sales],MATG __gross_sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [MAT __gross_sales]
VAR __ValuePreviousPeriod = [PYMAT __gross_sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MATG __gross_sales,MATG __gross_sales,Model_Measures,Time intelligence\Moving annual growth\__gross_sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MATG % __gross_sales,[Measures].[MATG % __gross_sales],MATG % __gross_sales,,0,12,65535,-1,,,"DIVIDE ( [MATG __gross_sales], [PYMAT __gross_sales] )",True,,MATG % __gross_sales,MATG % __gross_sales,Model_Measures,Time intelligence\Moving annual growth\__gross_sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YTD __profit,[Measures].[YTD __profit],YTD __profit,,0,12,65535,-1,,,"IF ( [_ShowValueForDates], CALCULATE ( [__profit], DATESYTD ( 'Date'[Date] ) ) )",True,,YTD __profit,YTD __profit,Model_Measures,Time intelligence\To-date total\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QTD __profit,[Measures].[QTD __profit],QTD __profit,,0,12,65535,-1,,,"IF ( [_ShowValueForDates], CALCULATE ( [__profit], DATESQTD ( 'Date'[Date] ) ) )",True,,QTD __profit,QTD __profit,Model_Measures,Time intelligence\To-date total\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MTD __profit,[Measures].[MTD __profit],MTD __profit,,0,12,65535,-1,,,"IF ( [_ShowValueForDates], CALCULATE ( [__profit], DATESMTD ( 'Date'[Date] ) ) )",True,,MTD __profit,MTD __profit,Model_Measures,Time intelligence\To-date total\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PY __profit,[Measures].[PY __profit],PY __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__profit],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, YEAR ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PY __profit,PY __profit,Model_Measures,Time intelligence\Growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOY __profit,[Measures].[YOY __profit],YOY __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [__profit]
VAR __ValuePreviousPeriod = [PY __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,YOY __profit,YOY __profit,Model_Measures,Time intelligence\Growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOY % __profit,[Measures].[YOY % __profit],YOY % __profit,,0,12,65535,-1,,,"DIVIDE ( [YOY __profit], [PY __profit] )",True,,YOY % __profit,YOY % __profit,Model_Measures,Time intelligence\Growth\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PQ __profit,[Measures].[PQ __profit],PQ __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__profit],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, QUARTER ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PQ __profit,PQ __profit,Model_Measures,Time intelligence\Growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQ __profit,[Measures].[QOQ __profit],QOQ __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [__profit]
VAR __ValuePreviousPeriod = [PQ __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,QOQ __profit,QOQ __profit,Model_Measures,Time intelligence\Growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQ % __profit,[Measures].[QOQ % __profit],QOQ % __profit,,0,12,65535,-1,,,"DIVIDE ( [QOQ __profit], [PQ __profit] )",True,,QOQ % __profit,QOQ % __profit,Model_Measures,Time intelligence\Growth\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PM __profit,[Measures].[PM __profit],PM __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__profit],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, MONTH ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PM __profit,PM __profit,Model_Measures,Time intelligence\Growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOM __profit,[Measures].[MOM __profit],MOM __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [__profit]
VAR __ValuePreviousPeriod = [PM __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MOM __profit,MOM __profit,Model_Measures,Time intelligence\Growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOM % __profit,[Measures].[MOM % __profit],MOM % __profit,,0,12,65535,-1,,,"DIVIDE ( [MOM __profit], [PM __profit] )",True,,MOM % __profit,MOM % __profit,Model_Measures,Time intelligence\Growth\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PYTD __profit,[Measures].[PYTD __profit],PYTD __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [YTD __profit],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, YEAR ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PYTD __profit,PYTD __profit,Model_Measures,Time intelligence\To-date growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOYTD __profit,[Measures].[YOYTD __profit],YOYTD __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [YTD __profit]
VAR __ValuePreviousPeriod = [PYTD __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,YOYTD __profit,YOYTD __profit,Model_Measures,Time intelligence\To-date growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOYTD % __profit,[Measures].[YOYTD % __profit],YOYTD % __profit,,0,12,65535,-1,,,"DIVIDE ( [YOYTD __profit], [PYTD __profit] )",True,,YOYTD % __profit,YOYTD % __profit,Model_Measures,Time intelligence\To-date growth\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PQTD __profit,[Measures].[PQTD __profit],PQTD __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [QTD __profit],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, QUARTER ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PQTD __profit,PQTD __profit,Model_Measures,Time intelligence\To-date growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQTD __profit,[Measures].[QOQTD __profit],QOQTD __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [QTD __profit]
VAR __ValuePreviousPeriod = [PQTD __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,QOQTD __profit,QOQTD __profit,Model_Measures,Time intelligence\To-date growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQTD % __profit,[Measures].[QOQTD % __profit],QOQTD % __profit,,0,12,65535,-1,,,"DIVIDE ( [QOQTD __profit], [PQTD __profit] )",True,,QOQTD % __profit,QOQTD % __profit,Model_Measures,Time intelligence\To-date growth\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PMTD __profit,[Measures].[PMTD __profit],PMTD __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [MTD __profit],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, MONTH ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PMTD __profit,PMTD __profit,Model_Measures,Time intelligence\To-date growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOMTD __profit,[Measures].[MOMTD __profit],MOMTD __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [MTD __profit]
VAR __ValuePreviousPeriod = [PMTD __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MOMTD __profit,MOMTD __profit,Model_Measures,Time intelligence\To-date growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOMTD % __profit,[Measures].[MOMTD % __profit],MOMTD % __profit,,0,12,65535,-1,,,"DIVIDE ( [MOMTD __profit], [PMTD __profit] )",True,,MOMTD % __profit,MOMTD % __profit,Model_Measures,Time intelligence\To-date growth\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PYC __profit,[Measures].[PYC __profit],PYC __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE ( [__profit], PARALLELPERIOD ( 'Date'[Date], -1, YEAR ) )
)",True,,PYC __profit,PYC __profit,Model_Measures,Time intelligence\Growth over full period\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YTDOPY __profit,[Measures].[YTDOPY __profit],YTDOPY __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [YTD __profit]
VAR __ValuePreviousPeriod = [PYC __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,YTDOPY __profit,YTDOPY __profit,Model_Measures,Time intelligence\Growth over full period\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YDTOPY % __profit,[Measures].[YDTOPY % __profit],YDTOPY % __profit,,0,12,65535,-1,,,"DIVIDE ( [YTDOPY __profit], [PYC __profit] )",True,,YDTOPY % __profit,YDTOPY % __profit,Model_Measures,Time intelligence\Growth over full period\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PQC __profit,[Measures].[PQC __profit],PQC __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE ( [__profit], PARALLELPERIOD ( 'Date'[Date], -1, QUARTER ) )
)",True,,PQC __profit,PQC __profit,Model_Measures,Time intelligence\Growth over full period\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QTDOPQ __profit,[Measures].[QTDOPQ __profit],QTDOPQ __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [QTD __profit]
VAR __ValuePreviousPeriod = [PQC __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,QTDOPQ __profit,QTDOPQ __profit,Model_Measures,Time intelligence\Growth over full period\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QDTOPQ % __profit,[Measures].[QDTOPQ % __profit],QDTOPQ % __profit,,0,12,65535,-1,,,"DIVIDE ( [QTDOPQ __profit], [PQC __profit] )",True,,QDTOPQ % __profit,QDTOPQ % __profit,Model_Measures,Time intelligence\Growth over full period\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PMC __profit,[Measures].[PMC __profit],PMC __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE ( [__profit], PARALLELPERIOD ( 'Date'[Date], -1, MONTH ) )
)",True,,PMC __profit,PMC __profit,Model_Measures,Time intelligence\Growth over full period\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MTDOPM __profit,[Measures].[MTDOPM __profit],MTDOPM __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [MTD __profit]
VAR __ValuePreviousPeriod = [PMC __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MTDOPM __profit,MTDOPM __profit,Model_Measures,Time intelligence\Growth over full period\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MTDOPM % __profit,[Measures].[MTDOPM % __profit],MTDOPM % __profit,,0,12,65535,-1,,,"DIVIDE ( [MTDOPM __profit], [PMC __profit] )",True,,MTDOPM % __profit,MTDOPM % __profit,Model_Measures,Time intelligence\Growth over full period\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MAT __profit,[Measures].[MAT __profit],MAT __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__profit],
        DATESINPERIOD ( 'Date'[Date], MAX ( 'Date'[Date] ), -1, YEAR )
    )
)",True,,MAT __profit,MAT __profit,Model_Measures,Time intelligence\Moving annual growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PYMAT __profit,[Measures].[PYMAT __profit],PYMAT __profit,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE ( [MAT __profit], DATEADD ( 'Date'[Date], -1, YEAR ) )
)",True,,PYMAT __profit,PYMAT __profit,Model_Measures,Time intelligence\Moving annual growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MATG __profit,[Measures].[MATG __profit],MATG __profit,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [MAT __profit]
VAR __ValuePreviousPeriod = [PYMAT __profit]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MATG __profit,MATG __profit,Model_Measures,Time intelligence\Moving annual growth\__profit,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MATG % __profit,[Measures].[MATG % __profit],MATG % __profit,,0,12,65535,-1,,,"DIVIDE ( [MATG __profit], [PYMAT __profit] )",True,,MATG % __profit,MATG % __profit,Model_Measures,Time intelligence\Moving annual growth\__profit,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YTD __sales,[Measures].[YTD __sales],YTD __sales,,0,12,65535,-1,,,"IF ( [_ShowValueForDates], CALCULATE ( [__sales], DATESYTD ( 'Date'[Date] ) ) )",True,,YTD __sales,YTD __sales,Model_Measures,Time intelligence\To-date total\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QTD __sales,[Measures].[QTD __sales],QTD __sales,,0,12,65535,-1,,,"IF ( [_ShowValueForDates], CALCULATE ( [__sales], DATESQTD ( 'Date'[Date] ) ) )",True,,QTD __sales,QTD __sales,Model_Measures,Time intelligence\To-date total\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MTD __sales,[Measures].[MTD __sales],MTD __sales,,0,12,65535,-1,,,"IF ( [_ShowValueForDates], CALCULATE ( [__sales], DATESMTD ( 'Date'[Date] ) ) )",True,,MTD __sales,MTD __sales,Model_Measures,Time intelligence\To-date total\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PY __sales,[Measures].[PY __sales],PY __sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, YEAR ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PY __sales,PY __sales,Model_Measures,Time intelligence\Growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOY __sales,[Measures].[YOY __sales],YOY __sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [__sales]
VAR __ValuePreviousPeriod = [PY __sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,YOY __sales,YOY __sales,Model_Measures,Time intelligence\Growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOY % __sales,[Measures].[YOY % __sales],YOY % __sales,,0,12,65535,-1,,,"DIVIDE ( [YOY __sales], [PY __sales] )",True,,YOY % __sales,YOY % __sales,Model_Measures,Time intelligence\Growth\__sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PQ __sales,[Measures].[PQ __sales],PQ __sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, QUARTER ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PQ __sales,PQ __sales,Model_Measures,Time intelligence\Growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQ __sales,[Measures].[QOQ __sales],QOQ __sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [__sales]
VAR __ValuePreviousPeriod = [PQ __sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,QOQ __sales,QOQ __sales,Model_Measures,Time intelligence\Growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQ % __sales,[Measures].[QOQ % __sales],QOQ % __sales,,0,12,65535,-1,,,"DIVIDE ( [QOQ __sales], [PQ __sales] )",True,,QOQ % __sales,QOQ % __sales,Model_Measures,Time intelligence\Growth\__sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PM __sales,[Measures].[PM __sales],PM __sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [__sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, MONTH ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PM __sales,PM __sales,Model_Measures,Time intelligence\Growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOM __sales,[Measures].[MOM __sales],MOM __sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [__sales]
VAR __ValuePreviousPeriod = [PM __sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,MOM __sales,MOM __sales,Model_Measures,Time intelligence\Growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,MOM % __sales,[Measures].[MOM % __sales],MOM % __sales,,0,12,65535,-1,,,"DIVIDE ( [MOM __sales], [PM __sales] )",True,,MOM % __sales,MOM % __sales,Model_Measures,Time intelligence\Growth\__sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PYTD __sales,[Measures].[PYTD __sales],PYTD __sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [YTD __sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, YEAR ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PYTD __sales,PYTD __sales,Model_Measures,Time intelligence\To-date growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOYTD __sales,[Measures].[YOYTD __sales],YOYTD __sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [YTD __sales]
VAR __ValuePreviousPeriod = [PYTD __sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,YOYTD __sales,YOYTD __sales,Model_Measures,Time intelligence\To-date growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,YOYTD % __sales,[Measures].[YOYTD % __sales],YOYTD % __sales,,0,12,65535,-1,,,"DIVIDE ( [YOYTD __sales], [PYTD __sales] )",True,,YOYTD % __sales,YOYTD % __sales,Model_Measures,Time intelligence\To-date growth\__sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PQTD __sales,[Measures].[PQTD __sales],PQTD __sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [QTD __sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, QUARTER ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PQTD __sales,PQTD __sales,Model_Measures,Time intelligence\To-date growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQTD __sales,[Measures].[QOQTD __sales],QOQTD __sales,,0,12,65535,-1,,,"VAR __ValueCurrentPeriod = [QTD __sales]
VAR __ValuePreviousPeriod = [PQTD __sales]
VAR __Result =
    IF (
        NOT ISBLANK ( __ValueCurrentPeriod ) && NOT ISBLANK ( __ValuePreviousPeriod ),
        __ValueCurrentPeriod - __ValuePreviousPeriod
    )
RETURN
    __Result",True,,QOQTD __sales,QOQTD __sales,Model_Measures,Time intelligence\To-date growth\__sales,
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,QOQTD % __sales,[Measures].[QOQTD % __sales],QOQTD % __sales,,0,12,65535,-1,,,"DIVIDE ( [QOQTD __sales], [PQTD __sales] )",True,,QOQTD % __sales,QOQTD % __sales,Model_Measures,Time intelligence\To-date growth\__sales,0.00%
8de6c40d-5f50-4c8f-b534-577974c93108,,Model,PMTD __sales,[Measures].[PMTD __sales],PMTD __sales,,0,12,65535,-1,,,"IF (
    [_ShowValueForDates],
    CALCULATE (
        [MTD __sales],
        CALCULATETABLE (
            DATEADD ( 'Date'[Date], -1, MONTH ),
            'Date'[DateWithTransactions] = TRUE
        )
    )
)",True,,PMTD __sales,PMTD __sales,Model_Measures,Time intelligence\To-date growth\__sales,
